iter	Logloss
364	0.04780518406
365	0.04778127967
366	0.04777264591
367	0.04775696987
368	0.04772040442
369	0.04766208592
370	0.04763199841
371	0.04759859828
372	0.04758596156
373	0.04757092224
374	0.04755217318
375	0.04754127437
376	0.04751410195
377	0.04747300451
378	0.0474618887
379	0.04744438071
380	0.0474130686
381	0.0473884626
382	0.04734702396
383	0.04732085542
384	0.04729182318
385	0.04725911214
386	0.0472267976
387	0.04721241404
388	0.04719841291
389	0.04717448916
390	0.04715863296
391	0.04713510817
392	0.04712813503
393	0.04711688442
394	0.04710203395
395	0.04709856877
396	0.04706195908
397	0.04701867262
398	0.04699646177
399	0.0469810886
400	0.04695427763
401	0.04691730104
402	0.04691056945
403	0.04689179017
404	0.04685969403
405	0.04685653459
406	0.04682781659
407	0.046806797
408	0.04679926732
409	0.04677037682
410	0.04673447535
411	0.04671142627
412	0.04670382446
413	0.04669786674
414	0.04666348904
415	0.04663731925
416	0.04660359333
417	0.04656743456
418	0.04653461662
419	0.04650296915
420	0.04647581556
421	0.04646626417
422	0.04643684199
423	0.04640869343
424	0.04637432701
425	0.04634729703
426	0.04632239366
427	0.04629277635
428	0.04626984713
429	0.04624569912
430	0.04621026394
431	0.04617993479
432	0.04615561435
433	0.04614034862
434	0.04609983308
435	0.04607741658
436	0.04606328614
437	0.04603968006
438	0.04603228251
439	0.04600490197
440	0.04598465114
441	0.04596614556
442	0.04596097382
443	0.04592348205
444	0.04588123385
445	0.04584938687
446	0.04582321053
447	0.0458018024
448	0.0457714935
449	0.04574564551
450	0.0457337014
451	0.04571206966
452	0.04567580221
453	0.04565563067
454	0.04562644982
455	0.04559056836
456	0.04557082299
457	0.04555078889
458	0.04551656772
459	0.04550706183
460	0.04548846204
461	0.04548531509
462	0.04544623918
463	0.04542595051
464	0.04540483644
465	0.04539013649
466	0.04536983896
467	0.04534957583
468	0.04532283921
469	0.04528885177
470	0.04526878692
471	0.04523455763
472	0.04521041692
473	0.04519893265
474	0.04517279634
475	0.04516754945
476	0.04515139072
477	0.04512515111
478	0.0451194457
479	0.04508731853
480	0.0450569874
481	0.0450461333
482	0.04503196395
483	0.04499694534
484	0.04497766749
485	0.04496485034
486	0.04494061631
487	0.04491410607
488	0.0449063024
489	0.04488832817
490	0.04485652939
491	0.04484065621
492	0.04483597312
493	0.04478704821
494	0.04477496175
495	0.04475834913
496	0.04474416567
497	0.0447252686
498	0.04470378877
499	0.04469886786
500	0.04468929295
501	0.04464868125
502	0.04458632928
503	0.04456182241
504	0.0445364362
505	0.04451895021
506	0.0444882457
507	0.04448336562
508	0.04446203338
509	0.04445774337
510	0.04444258975
511	0.04441760462
512	0.04440922887
513	0.04438759383
514	0.04436868455
515	0.04433736085
516	0.04432081248
517	0.04429672289
518	0.04427636212
519	0.04426114444
520	0.04424605583
521	0.04422526846
522	0.04421205131
523	0.04420820809
524	0.04418398941
525	0.04415486119
526	0.04412522138
527	0.04409838286
528	0.04407633352
529	0.0440233084
530	0.0440104778
531	0.0440014774
532	0.04397518653
533	0.04397092434
534	0.04394090829
535	0.04388580451
536	0.04387773273
537	0.04387091948
538	0.04386431829
539	0.04386207608
540	0.04385965766
541	0.04383445265
542	0.04382936702
543	0.04379212129
544	0.04377559775
545	0.04375661594
546	0.04374184757
547	0.04373166782
548	0.04370618558
549	0.04369732352
550	0.04368554712
551	0.04368354501
552	0.04366373392
553	0.04364207399
554	0.04363277883
555	0.04363132178
556	0.04360245131
557	0.04355101892
558	0.04352527719
559	0.0434951596
560	0.04348076106
561	0.04345567166
562	0.04342606472
563	0.04339927674
564	0.04339300442
565	0.04336207791
566	0.04328034447
567	0.04327417912
568	0.04326781061
569	0.04322947958
570	0.04320156212
571	0.04317285383
572	0.04315553785
573	0.04315034273
574	0.04314686958
575	0.04314288974
576	0.04312122048
577	0.04309879433
578	0.04308929258
579	0.0430662862
580	0.0430394665
581	0.04301265438
582	0.04299403253
583	0.0429781123
584	0.04297143013
585	0.04294761355
586	0.0429295327
587	0.04292473922
588	0.04290642391
589	0.0429045879
590	0.04287779987
591	0.04287059806
592	0.04284893273
593	0.04283561411
594	0.0428315092
595	0.04280082498
596	0.04279449614
597	0.04277566009
598	0.04274283331
599	0.04272333902
600	0.04269963868
601	0.04269472811
602	0.04267946333
603	0.04267781409
604	0.04267260183
605	0.04265345928
606	0.04263168063
607	0.04260295013
608	0.04258339107
609	0.042577348
610	0.04255708798
611	0.04252731348
612	0.04250170067
613	0.04248486263
614	0.04246008794
615	0.0424312348
616	0.04241206669
617	0.04239560279
618	0.04238128985
619	0.04235649376
620	0.04233518961
621	0.04231713646
622	0.0422855153
623	0.04226156669
624	0.0422527828
625	0.04223051388
626	0.04218997619
627	0.04217001015
628	0.04215061934
629	0.04212738323
630	0.0421073726
631	0.04208704545
632	0.04206689192
633	0.04204718371
634	0.04202762179
635	0.04200712551
636	0.0419828644
637	0.04196177791
638	0.0419326674
639	0.04192677396
640	0.04190435434
641	0.04188145413
642	0.04187669984
643	0.04185620207
644	0.04184567637
645	0.04184413109
646	0.04182840077
647	0.04181169623
648	0.04178700534
649	0.04176962416
650	0.04175085659
651	0.04173926889
652	0.04173782387
653	0.04171887695
654	0.04170888093
655	0.04168938468
656	0.04168521706
657	0.04164454353
658	0.04162562749
659	0.04160951108
660	0.04158269394
661	0.04155769308
662	0.04154785649
663	0.04152843115
664	0.04150069224
665	0.04147779357
666	0.04145861479
667	0.04145311531
668	0.04145184822
669	0.04145059846
670	0.0414308122
671	0.04140982685
672	0.04139646609
673	0.04139535417
674	0.04138452629
675	0.04136573648
676	0.0413435672
677	0.04132779855
678	0.04132682827
679	0.04132671326
680	0.04132589103
681	0.04132477961
682	0.04131683624
683	0.04130468843
684	0.04129070098
685	0.04127386931
686	0.04124911237
687	0.04123005913
688	0.04119990244
689	0.04119890432
690	0.0411969701
691	0.04118205255
692	0.04116329464
693	0.04115639042
694	0.04112715824
695	0.04111340553
696	0.04109563611
697	0.04107415895
698	0.04107329873
699	0.04106413497
700	0.04106102859
701	0.04106018424
702	0.04105629994
703	0.04104545876
704	0.04104460301
705	0.04102918797
706	0.04102759743
707	0.04100482618
708	0.04098684442
709	0.04096271668
710	0.04094662962
711	0.04092446735
712	0.04089491452
713	0.04087270561
714	0.04084832362
715	0.0408212174
716	0.04080697949
717	0.0407892656
718	0.04077347514
719	0.04075773312
720	0.04074506331
721	0.04070468797
722	0.04068430307
723	0.04066287978
724	0.04064738563
725	0.04062419866
726	0.04060492483
727	0.04058962929
728	0.0405709066
729	0.04055051767
730	0.04053639657
731	0.04051215116
732	0.0404987291
733	0.04047560333
734	0.04046272103
735	0.04041729732
736	0.04040997785
737	0.04039620979
738	0.04037332973
739	0.04035569954
740	0.04034807313
741	0.04032764735
742	0.04030178498
743	0.04027429914
744	0.04026642922
745	0.04024836244
746	0.04024547939
747	0.04024273306
748	0.04023694619
749	0.04021886191
750	0.04021809067
751	0.04018421532
752	0.04016323423
753	0.0401510015
754	0.04012249349
755	0.0401182734
756	0.0400663889
757	0.04005858301
758	0.04004665181
759	0.04004299235
760	0.04003982489
761	0.04003738734
762	0.04003466909
763	0.0400324166
764	0.04002967111
765	0.04000663507
766	0.03998848555
767	0.0399876929
768	0.03998518568
769	0.0399750253
770	0.039952525
771	0.03993434349
772	0.03991453402
773	0.03989253727
774	0.03987784101
775	0.03985517041
776	0.03983683982
777	0.0398154508
778	0.03981276745
779	0.03981193592
780	0.03980917047
781	0.03979078361
782	0.03977653401
783	0.03973238451
784	0.03971394172
785	0.03969377056
786	0.03968340849
787	0.03965178202
788	0.03962806297
789	0.03959167835
790	0.03958496674
791	0.03955226845
792	0.0395364326
793	0.03953020464
794	0.03950764002
795	0.03948705179
796	0.03947306488
797	0.03946246047
798	0.03946006842
799	0.03943282122
800	0.0394146612
801	0.03939638242
802	0.03938441132
803	0.03936402149
804	0.03934738299
805	0.03934641407
806	0.03934467731
807	0.03934204622
808	0.03932143787
809	0.03930311856
810	0.03929074708
811	0.03926844309
812	0.03924984921
813	0.03922939193
814	0.03921117354
815	0.03920875176
816	0.03919684838
817	0.03917917418
818	0.03917711219
819	0.03917431472
820	0.03911534189
821	0.03910447027
822	0.03905396355
823	0.03902605115
824	0.03899792228
825	0.0389781492
826	0.03895698469
827	0.03895010936
828	0.03894441558
829	0.03894061671
830	0.03891984325
831	0.03890067105
832	0.03886352548
833	0.03884654763
834	0.03883342517
835	0.03881610314
836	0.03880164054
837	0.03879845333
838	0.038795851
839	0.03877179225
840	0.03875717032
841	0.03875470045
842	0.03874458254
843	0.03874383081
844	0.03874133933
845	0.03873298933
846	0.03873234728
847	0.03872960668
848	0.03872920326
849	0.03872664869
850	0.03870272398
851	0.03867594321
852	0.03865868104
853	0.03864864621
854	0.03864594726
855	0.03863463092
856	0.03863230029
857	0.03861642104
858	0.03861596956
859	0.03860310508
860	0.03858636856
861	0.0385698742
862	0.0385503165
863	0.03852907806
864	0.03851301601
865	0.03849949774
866	0.03848627527
867	0.03842651296
868	0.03839383692
869	0.03838627978
870	0.03836701806
871	0.03836045546
872	0.03833384143
873	0.03830847717
874	0.03829197939
875	0.03828288078
876	0.03827462464
877	0.03826710557
878	0.03824901192
879	0.03823484812
880	0.03821917659
881	0.03821883018
882	0.03821867007
883	0.03821858424
884	0.03821854185
885	0.03821822004
886	0.03821821136
887	0.03821802854
888	0.03821802061
889	0.03821801272
890	0.03821781164
891	0.03821776575
892	0.03818475706
893	0.03816152246
894	0.03813325138
895	0.03811514025
896	0.03807407013
897	0.03806811192
898	0.03804380839
899	0.03803177558
900	0.03801914323
901	0.03800564389
902	0.03798173489
903	0.03796096025
904	0.03794081164
905	0.03792862212
906	0.03791299564
907	0.03789249212
908	0.03789008777
909	0.03787400825
910	0.03785560563
911	0.03783229022
912	0.03782641774
913	0.03782536059
914	0.03782535244
915	0.03782534432
916	0.03782529772
917	0.0378215381
918	0.03780794888
919	0.03779676048
920	0.03779675305
921	0.03777576628
922	0.03777572325
923	0.03777572142
924	0.0377756794
925	0.03777565172
926	0.03777564997
927	0.03777564821
928	0.03777564646
929	0.03777563947
930	0.03777563773
931	0.03777563077
932	0.03777562384
933	0.03777561693
934	0.03777561006
935	0.0377756032
936	0.0377755699
937	0.0377736025
938	0.03777352889
939	0.03777352553
940	0.03777352218
941	0.03777351884
942	0.03777351551
943	0.03777351218
944	0.03777350885
945	0.03777350554
946	0.03777350223
947	0.03777349893
948	0.0377734733
949	0.03777346581
950	0.03777346256
951	0.03777345932
952	0.03777345186
953	0.0377734145
954	0.03777341077
955	0.03777338615
956	0.03777012448
957	0.03777012371
958	0.03777008111
959	0.0377700796
960	0.03777007779
961	0.03777007599
962	0.03777005191
963	0.0377700501
964	0.037770044
965	0.03777003792
966	0.03777003431
967	0.03777003071
968	0.03777002465
969	0.03777000118
970	0.03776997807
971	0.03776997733
972	0.0377699766
973	0.03776997075
974	0.03776996492
975	0.03776995912
976	0.03776995334
977	0.03776994758
978	0.03776994184
979	0.03776993612
980	0.03776993042
981	0.03776989508
982	0.03775815566
983	0.03775811388
984	0.03774644862
985	0.03773145556
986	0.03771859052
987	0.03771546475
988	0.03771299726
989	0.03771299363
990	0.03771299203
991	0.03771299042
992	0.03771298882
993	0.03771298721
994	0.03771298561
995	0.03771298401
996	0.03771298241
997	0.03771298082
998	0.03771297922
999	0.0377129665
